Year,Name,Height,Weight,Age,Team,DefaultPosition,OriginalPosition,PositionNumber,Experience,Potential,KnownPotential,Greed,Happiness,Loyalty,Winner,InsideScoring,JumpShot,ThreePointShot,Scoring,OutsideScoring,Handling,Passing,Quickness,PostDefense,PerimeterDefense,DriveDefense,Stealing,ShotBlocking,OffenseRebound,DefenseRebound,Strength,Stamina,Jumping,RatingInsideScoring,RatingOutsideScoring,RatingHandling,RatingDefense,RatingRebounding,DisplayHeight,CurrentRating,FutureRating,Minutes,Winshares
2008,Tacko Fall,90,300,32,Hornets,C,1,1,11,48,58,63,29,7,97,87,58,5,22,0,24,35,10,92,32,51,54,82,79,95,63,0,28,65,32,28,74,80,7'6'',60,60,2052,4.63
2010,Cecil Exum,70,180,30,Trailblazers,PG,5,5,8,46,62,12,16,32,53,65,97,43,47,0,87,82,71,11,71,36,49,11,34,41,46,0,50,57,70,89,57,41,5'10'',62,63,2552,4.58
2009,Trevon Duval,75,185,28,Jazz,PG,5,5,9,49,50,4,62,70,47,89,94,25,76,0,68,68,56,8,66,40,78,39,5,38,81,0,46,75,60,70,65,34,6'3'',59,59,2481,4.58
2008,Stojko Vrankovic,86,260,28,Warriors,C,1,1,6,47,39,72,14,95,29,98,89,50,22,0,43,56,32,100,40,65,33,10,74,54,81,0,74,87,70,51,66,64,7'2'',64,63,2118,4.55
2010,Aiden Williamson,82,250,29,Pacers,C,1,1,7,48,44,2,5,65,77,42,49,5,19,0,44,33,56,74,42,30,32,76,87,94,43,0,35,40,27,37,68,82,6'10'',52,52,2268,4.548361285
2011,Dazon Ingram,77,225,32,Globetrotters,SG,4,4,9,46,42,5,2,38,70,69,97,37,69,0,55,41,73,45,100,45,57,41,57,58,89,0,66,72,67,49,83,63,6'5'',63,63,1461,4.503544304
2010,Steven Adams,84,250,25,Jazz,C,1,1,5,48,49,35,29,52,79,61,43,5,83,0,25,28,53,96,9,17,11,86,86,100,59,0,10,45,24,30,69,87,7'0'',55,58,2437,4.478568228
2010,Stacey Augmon,80,205,24,Hornets,SF,3,3,2,75,60,78,45,4,93,5,82,51,72,0,96,40,83,64,63,74,86,89,49,51,5,0,95,32,66,55,92,45,6'8'',57,60,1667,4.47
2012,Arvydas Sabonis,87,295,32,Pistons,C,1,1,11,47,48,88,98,15,57,74,62,30,43,0,70,26,30,67,17,49,26,78,80,72,81,0,46,67,46,29,73,74,7'3'',60,60,1332,4.469882747
2012,Sam Bowie,85,240,33,Pistons,C,1,1,10,37,36,57,9,26,39,87,80,5,58,0,61,40,24,46,10,30,23,35,63,68,79,0,74,82,42,38,39,66,7'1'',52,51,1256,4.440814018
2012,Kenny Satterfield,74,175,22,Hornets,PG,5,5,2,63,60,0,12,56,19,71,83,36,80,0,87,80,66,26,60,57,56,11,24,24,50,0,49,60,60,85,64,30,6'2'',60,63,1415,4.404268063
2011,Markell Johnson,73,165,32,Clippers,PG,5,5,11,39,40,16,47,28,17,69,86,88,54,0,85,54,63,16,96,60,34,5,40,44,38,0,74,64,87,61,61,43,6'1'',64,63,1669,4.392330184
2008,Dale Ellis,79,205,24,SuperSonics,SG,4,4,1,53,58,43,56,64,37,71,81,49,52,0,64,18,80,52,76,27,100,34,56,32,63,0,68,68,65,31,87,47,6'7'',61,64,2875,4.375042897
2012,Trey Burke,73,185,28,Pistons,PG,5,5,7,45,44,93,96,8,76,58,73,84,56,0,84,79,60,6,48,6,76,6,47,39,39,0,28,45,78,83,40,43,6'1'',59,59,861,4.370751311
2009,Thomas Wilder,75,185,34,Spurs,PG,5,5,11,45,29,24,49,67,32,69,95,67,86,0,81,78,36,42,70,82,52,29,34,26,70,0,67,69,81,76,72,36,6'3'',67,63,1756,4.37
2008,Mark Price,72,180,29,SuperSonics,PG,5,5,7,46,51,18,55,37,8,44,92,65,5,0,100,53,93,6,71,66,76,20,10,8,61,0,32,44,78,69,81,21,6'0'',67,67,2578,4.3586673
2011,Hedo Turkoglu,82,220,28,Kings,SF,3,3,7,49,56,91,79,9,66,83,85,58,5,0,55,51,67,40,46,60,31,9,73,52,66,0,65,74,72,57,60,62,6'10'',61,61,2910,4.345324797
2010,Zach Randolph,81,280,19,Bucks,PF,2,2,0,78,91,72,21,61,43,79,63,5,7,0,48,41,50,51,29,49,42,29,60,79,87,0,29,66,34,44,56,72,6'9'',56,62,2015,4.341241533
2010,Nerlens Noel,84,220,24,Celtics,C,1,1,5,48,39,64,13,31,47,79,46,5,67,0,52,8,72,79,48,49,71,83,48,98,37,0,5,48,26,21,80,70,7'0'',58,60,2567,4.34
2011,Devon Huh,84,284,25,Mavericks,C,1,1,2,43,52,43,10,71,2,52,65,32,28,0,33,25,49,45,32,29,40,86,48,63,85,0,44,56,48,28,70,60,7'0'',53,56,2222,4.328367097
2009,Bol Bol,86,235,28,Pacers,C,1,1,9,45,42,25,69,76,0,44,78,66,27,0,63,61,75,84,30,40,34,60,78,78,68,0,27,44,72,66,76,76,7'2'',57,57,1573,4.3
2011,Reggie Bullock,79,200,28,Pacers,SG,4,4,6,41,60,94,43,75,10,68,88,69,19,0,46,29,74,42,93,33,91,5,13,53,57,0,18,51,78,38,83,41,6'7'',61,61,2017,4.285173338
2009,Butch McRae,77,230,37,Heat,SG,4,4,14,28,41,64,55,37,80,69,70,47,36,0,83,46,59,93,89,90,90,38,36,31,79,0,35,61,58,53,99,41,6'5'',61,52,2078,4.27
2011,Drew Gooden,82,250,26,Trailblazers,PF,2,2,5,47,51,21,79,40,86,100,82,5,78,0,29,47,71,61,43,55,17,39,84,82,59,0,41,74,44,48,63,79,6'10'',63,63,2059,4.26480709
2011,Stacey Augmon,80,205,25,Hornets,SF,3,3,3,68,63,78,45,4,93,6,82,58,72,0,96,42,86,67,68,76,94,86,45,57,5,0,95,32,70,57,93,46,6'8'',59,63,1846,4.2558866
2008,Aiden Williamson,82,250,27,Globetrotters,C,1,1,5,48,50,2,5,65,77,48,49,5,19,0,46,27,54,69,40,28,33,73,89,89,42,0,36,43,27,33,63,80,6'10'',51,51,2414,4.22
2011,Cuttino Mobley,77,190,31,Nuggets,SG,4,4,8,42,34,5,87,98,37,93,99,45,79,0,60,46,58,41,63,25,71,12,13,34,81,0,42,75,72,52,63,35,6'5'',59,58,2545,4.218450281
2008,Malcolm Moore,77,215,33,Bucks,SF,3,3,11,36,24,58,66,95,98,74,82,46,75,0,80,64,48,66,58,44,95,41,44,72,81,0,48,68,64,67,84,62,6'5'',59,58,1899,4.210901443
2010,Terrell Brandon,72,175,23,Pistons,PG,5,5,2,65,70,58,41,40,55,70,99,57,36,0,72,71,65,8,48,20,30,21,33,41,60,0,88,73,78,75,34,42,6'0'',57,61,2874,4.21
2009,Shu Shuvington,80,205,30,Magic,SF,3,3,9,47,44,18,87,38,90,87,94,73,50,0,71,33,79,35,58,64,54,42,31,40,32,0,36,61,84,45,70,38,6'8'',60,60,2459,4.2
2011,Randy White,80,245,21,Rockets,PF,2,2,0,67,84,39,10,28,85,88,61,5,40,0,41,31,49,56,29,39,35,29,89,58,73,0,52,74,33,34,54,71,6'8'',53,59,2338,4.198524975
2011,Dan Langhi,83,230,30,Magic,SF,3,3,7,44,42,46,43,42,43,43,74,57,24,0,82,33,54,60,36,74,70,41,69,43,54,0,24,40,66,41,83,54,6'11'',52,52,2382,4.193624109
2009,Pace Mannion,79,190,26,Wizards,SF,3,3,2,74,74,55,75,74,28,76,92,5,73,0,69,23,64,32,37,56,67,29,48,48,65,0,70,72,48,33,67,51,6'7'',52,53,2333,4.19
2010,Rashard Lewis*,83,220,26,Mavericks,SF,3,3,7,47,58,63,90,57,5,100,94,13,92,0,48,40,60,52,36,43,22,29,69,59,31,0,59,74,54,45,50,58,6'11'',55,55,2513,4.19
2011,Cliff Robinson,82,230,21,Warriors,PF,2,2,0,65,76,78,44,90,12,100,62,5,47,0,40,38,40,58,27,46,62,72,57,54,73,0,49,79,34,38,72,57,6'10'',54,58,2098,4.183726253
2011,Luka Doncic,81,235,30,Nuggets,SG,4,4,11,42,39,6,90,3,85,69,83,74,15,0,55,79,32,72,41,40,31,14,53,55,59,0,76,69,78,74,39,54,6'9'',60,59,2266,4.171844206
2011,Hassani Gravett,73,185,32,Mavericks,PG,5,5,12,44,47,67,86,57,83,72,100,38,24,0,82,83,53,36,79,39,97,15,50,48,15,0,5,41,69,85,72,44,6'1'',66,66,1105,4.171425206
2009,Byron Scott*,75,190,24,Celtics,PG,5,5,2,64,47,38,84,60,64,8,89,54,5,0,82,59,90,28,53,43,72,25,26,48,100,0,58,41,72,71,73,50,6'3'',59,62,1804,4.16
2012,Walt Frazier,76,205,25,Pelicans,SG,4,4,3,52,50,92,76,64,46,72,90,46,46,0,65,27,26,24,76,46,25,14,54,44,97,0,69,76,68,28,37,55,6'4'',55,58,1254,4.15655771
2012,Shabazz Muhammad,78,230,28,Bullets,SF,3,3,7,47,49,92,88,22,48,86,83,29,7,0,52,28,27,39,37,52,48,55,73,17,79,0,84,84,56,29,56,46,6'6'',53,53,2438,4.150148824
2010,Bol Bol,86,235,29,Pacers,C,1,1,10,40,48,25,69,76,0,43,79,68,27,0,63,62,76,86,31,38,30,56,80,77,70,0,28,44,74,67,74,77,7'2'',57,57,1615,4.15
2010,Trevon Duval,75,185,29,Hawks,PG,5,5,10,48,48,4,62,70,47,93,96,29,76,0,64,67,55,12,68,41,77,35,5,41,81,0,48,77,62,68,66,35,6'3'',60,60,1112,4.13
2012,Trevon Duval,75,185,31,Bulls,PG,5,5,12,45,41,4,62,70,47,96,91,30,76,0,63,66,52,12,69,40,77,40,5,37,98,0,44,81,60,65,66,36,6'3'',59,59,1457,4.128511577
2008,Clyde Drexler,80,210,22,Timberwolves,SG,4,4,1,72,82,43,25,76,16,88,85,14,80,0,44,46,76,28,70,48,71,17,47,42,70,0,100,88,50,52,73,50,6'8'',61,67,2588,4.117618643
2008,Quade Green,72,180,28,Clippers,PG,5,5,9,42,58,95,87,63,5,55,92,69,90,0,75,61,69,10,60,48,32,8,12,31,73,0,95,71,80,68,48,33,6'0'',58,58,1997,4.115956118
2011,Benji Wilson,80,215,35,Cavaliers,SF,3,3,14,46,49,84,80,9,13,91,59,86,87,0,69,67,51,59,49,54,58,41,56,82,43,0,50,69,72,68,74,65,6'8'',60,57,1642,4.111775123
2008,Alexis Antetokounmpo,84,210,25,Grizzlies,SF,3,3,8,56,70,75,23,90,90,76,83,52,19,0,95,62,48,37,75,72,64,51,65,87,62,0,34,61,68,66,82,74,7'0'',63,67,1558,4.110089916
2008,Nick Richards,83,240,28,Magic,C,1,1,9,49,67,70,44,13,24,78,67,5,16,0,73,31,56,61,63,70,35,32,71,69,71,0,71,74,36,39,68,69,6'11'',59,60,1958,4.11
2010,Killian Tillie,82,205,31,Bullets,SF,3,3,12,45,36,72,83,97,73,96,84,64,57,0,79,41,25,54,39,35,56,69,44,60,76,0,5,65,74,42,63,55,6'10'',59,58,2735,4.1
2008,Udoka Azubuike,84,280,30,Suns,C,1,1,10,44,46,15,13,84,88,98,23,21,22,0,44,5,46,98,26,58,46,57,54,61,94,0,86,94,22,12,86,63,7'0'',64,64,1812,4.08
2009,Zan Tabak,84,245,22,Pistons,C,1,1,1,65,54,72,87,54,3,80,73,5,84,0,65,33,55,61,30,39,78,56,60,79,77,0,53,71,39,39,70,71,7'0'',61,64,2656,4.07
2009,Dajuan Wagner,75,210,22,Bulls,PG,5,5,3,56,83,85,33,26,99,83,75,60,35,0,57,56,24,21,100,81,51,11,17,28,81,0,53,74,68,52,62,32,6'3'',61,67,2540,4.04
2010,Dennis Moore,82,237,23,Bullets,PF,2,2,4,50,51,95,32,31,51,50,56,18,21,0,52,53,42,46,34,55,18,76,64,95,76,0,47,54,37,52,68,79,6'10'',51,54,2714,4.04
2010,Darius Miles,82,215,25,Lakers,SF,3,3,6,58,63,75,73,20,62,91,82,47,20,0,72,47,69,53,61,55,43,63,74,64,41,0,89,80,64,55,80,64,6'10'',66,70,1566,4.03
2009,Stromile Allman,85,256,19,Spurs,C,1,1,1,75,80,92,19,34,9,69,77,5,63,0,53,36,45,94,38,39,29,64,56,65,91,0,46,67,41,40,83,65,7'1'',61,65,1911,4.03
2009,Tyler Blevins,77,205,33,Grizzlies,SG,4,4,9,33,34,43,84,12,13,67,100,36,71,0,79,40,59,37,81,31,76,25,54,49,65,0,29,55,68,48,73,54,6'5'',56,55,1723,4.03
2011,Stromile Allman,85,256,21,Spurs,C,1,1,3,61,72,92,19,34,9,75,75,5,63,0,59,34,45,90,38,44,34,64,57,64,89,0,44,69,40,39,85,64,7'1'',62,66,2206,4.019534667
2011,Sam Bowie,85,240,32,Grizzlies,C,1,1,9,42,35,57,9,26,39,86,83,5,58,0,64,44,25,44,10,32,23,39,63,69,85,0,76,83,44,42,42,67,7'1'',53,52,2242,4.018251936
2010,Mark Alarie,79,220,31,Clippers,PF,2,2,9,40,39,9,43,60,99,93,88,13,98,0,51,6,19,70,25,25,17,47,70,85,39,0,50,69,50,9,39,70,6'7'',49,48,2073,4
2010,Walt Frazier,76,205,23,Kings,SG,4,4,1,65,61,92,76,64,46,73,93,36,46,0,68,24,26,19,75,46,26,16,60,43,100,0,70,78,64,26,35,57,6'4'',54,58,2260,4
2011,Herb Jones,80,215,31,Jazz,SF,3,3,11,52,52,50,58,54,14,55,62,37,27,0,74,37,55,89,59,44,78,80,57,92,69,0,26,49,50,43,93,74,6'8'',56,56,1986,3.998677396
2008,Trevon Duval,75,185,27,Jazz,PG,5,5,8,48,56,4,62,70,47,85,95,21,76,0,71,68,58,9,68,42,75,34,10,36,85,0,44,73,58,71,66,35,6'3'',59,59,1433,3.986858049
2009,Kenny Gattison,80,225,30,Warriors,PF,2,2,8,44,51,66,39,16,49,79,84,5,75,0,69,7,73,81,35,64,23,60,82,96,54,0,45,64,44,21,78,84,6'8'',63,63,2126,3.98
2008,Kostas Antetokounmpo,82,195,28,Pistons,SF,3,3,8,45,47,71,0,66,22,76,76,9,20,0,72,30,53,47,75,68,29,91,46,67,50,0,54,64,42,37,79,56,6'10'',52,52,2564,3.979155388
2008,Bones McKinney,80,210,32,Knicks,SF,3,3,11,39,44,20,98,27,69,86,91,56,17,0,43,57,42,70,49,25,60,57,52,46,74,0,5,59,74,54,72,52,6'8'',57,57,2802,3.977833142
2011,Alvin Jones,83,260,23,Lakers,C,1,1,1,47,40,17,31,17,48,50,60,5,47,0,47,43,42,50,23,37,32,63,74,81,79,0,47,55,32,44,63,76,6'11'',51,53,1863,3.971262766
2008,DeeAndre Hulett,92,400,29,Rockets,C,1,1,4,46,62,72,74,43,2,56,59,62,5,0,75,18,69,89,29,54,73,41,75,50,79,0,42,56,60,30,80,64,7'8'',64,65,2628,3.97
2011,Shawn Kemp,83,280,19,Nuggets,PF,2,2,0,86,89,3,10,16,87,85,67,5,24,0,50,26,50,63,32,50,42,48,72,47,82,0,96,88,36,31,69,61,6'11'',61,67,2441,3.966823454
2011,DeAndre Ayton,85,275,31,Clippers,C,1,1,11,40,47,43,30,45,43,90,76,35,45,0,46,25,73,100,28,45,59,74,83,93,77,0,51,76,56,35,88,86,7'1'',71,71,1190,3.962506015
2009,Benji Wilson,80,215,33,Lakers,SF,3,3,12,46,58,84,80,9,13,87,60,88,87,0,64,69,59,52,51,60,49,34,48,81,45,0,56,69,74,70,73,63,6'8'',61,61,1883,3.96
2008,Benji Wilson,80,215,32,Heat,SF,3,3,11,46,60,84,80,9,13,87,63,89,87,0,67,64,60,52,52,62,48,35,46,81,46,0,59,70,76,67,74,62,6'8'',61,61,3003,3.959219294
2010,Shabazz Muhammad,78,230,26,Bullets,SF,3,3,5,47,47,92,88,22,48,88,81,35,7,0,51,25,27,33,40,55,43,52,64,23,85,0,80,85,58,27,53,47,6'6'',54,54,2658,3.95
2012,Dale Ellis,79,205,28,Magic,SG,4,4,5,40,42,43,56,64,37,70,83,41,52,0,68,18,75,56,80,31,97,25,56,24,57,0,71,68,62,30,88,43,6'7'',59,59,2015,3.939449827
2011,Byron Scott,75,190,26,Celtics,PG,5,5,4,53,38,38,84,60,64,5,87,52,5,0,83,65,89,29,55,40,73,25,19,50,98,0,57,39,70,76,74,48,6'3'',59,58,2585,3.933959809
2010,Ron Harper,78,185,31,Raptors,SF,3,3,9,46,52,36,84,13,29,99,87,9,80,0,75,5,86,57,35,52,8,9,37,37,40,0,69,78,48,22,49,40,6'6'',50,50,2535,3.93
2009,Cuttino Mobley,77,190,29,Pistons,SG,4,4,6,47,50,5,87,98,37,85,96,46,79,0,65,46,64,36,64,28,75,13,18,39,90,0,43,73,71,52,66,41,6'5'',59,59,2827,3.92
2009,Ralph Sampson,88,220,25,Raptors,C,1,1,2,49,54,14,59,56,49,96,83,5,27,0,41,37,30,60,17,55,14,51,72,72,67,0,63,80,44,35,56,69,7'4'',58,61,1955,3.91
2011,Ron Harper,78,185,32,Knicks,SF,3,3,10,42,49,36,84,13,29,100,91,9,80,0,74,7,86,61,34,53,5,7,41,37,41,0,71,79,50,24,50,41,6'6'',52,52,2225,3.907941905
2009,Nerlens Noel,84,220,23,Celtics,C,1,1,4,49,41,64,13,31,47,79,48,5,67,0,49,13,69,78,49,47,69,86,47,100,37,0,5,48,26,24,80,70,7'0'',58,61,2696,3.9
2011,Dale Ellis,79,205,27,Lakers,SG,4,4,4,41,42,43,56,64,37,70,82,42,52,0,69,18,77,61,85,33,96,26,60,25,60,0,70,68,62,31,90,45,6'7'',61,61,1494,3.897832982
2011,Mark Price,72,180,32,Bullets,PG,5,5,10,36,50,18,55,37,8,63,100,73,5,0,96,49,91,5,72,69,72,25,12,5,61,0,28,52,86,64,81,20,6'0'',70,70,1305,3.891992283
2011,Rashard Lewis,83,220,27,Mavericks,SF,3,3,8,44,58,63,90,57,5,100,97,12,92,0,49,45,62,48,40,44,20,32,68,62,30,0,56,73,54,50,50,59,6'11'',56,56,1724,3.876099272
2011,Chink Crossin,74,175,33,Trailblazers,SG,4,4,10,34,30,7,99,30,89,64,90,83,97,0,59,58,17,49,95,85,87,33,29,60,23,0,5,38,86,54,76,41,6'2'',62,61,2125,3.874379348
2009,Dennis Moore,82,237,22,Bullets,PF,2,2,3,57,57,95,32,31,51,54,54,19,21,0,51,49,44,42,38,59,21,79,63,95,80,0,46,57,36,49,71,79,6'10'',53,56,2470,3.86
2010,Chris Porter,79,220,28,Bulls,SF,3,3,6,51,48,93,10,56,86,85,85,27,88,0,76,35,50,63,33,52,17,65,57,86,45,0,58,69,56,41,63,68,6'7'',54,54,2140,3.85
2009,Shabazz Muhammad,78,230,25,Bullets,SF,3,3,4,52,46,92,88,22,48,91,78,33,7,0,54,26,26,35,38,58,39,51,61,26,88,0,81,87,56,27,53,48,6'6'',54,57,2315,3.85
2010,Bobby McDermott,72,190,36,Grizzlies,PG,5,5,16,32,29,65,47,16,82,66,99,97,5,0,77,57,32,39,81,31,36,11,40,15,48,0,58,60,98,57,51,30,6'0'',63,59,1817,3.84
2010,Craig Raymond,83,245,23,Kings,C,1,1,1,62,72,1,60,43,38,95,49,5,72,0,47,24,42,56,17,44,14,39,62,86,68,0,36,72,27,28,53,73,6'11'',52,56,2203,3.815592564
2009,Dan Langhi,83,230,28,Knicks,SF,3,3,5,50,53,46,43,42,43,45,76,53,24,0,76,33,56,56,31,76,73,35,68,48,58,0,25,42,64,40,80,57,6'11'',53,53,2285,3.8
2012,Randy Holcomb,81,215,28,Heat,SF,3,3,6,51,54,75,53,13,65,56,97,19,24,0,21,23,91,79,48,35,94,80,85,92,23,0,32,42,58,33,80,79,6'9'',57,57,2613,3.784630714
2009,DJ Hogg,80,221,31,Magic,SF,3,3,11,41,45,64,51,14,46,81,90,72,7,0,69,76,69,27,69,77,76,16,39,30,32,0,67,67,81,79,71,35,6'8'',64,64,1943,3.78
2009,Jesus Shuttlesworth,77,200,35,Knicks,SG,4,4,13,27,36,43,34,53,73,58,80,71,87,0,79,53,76,38,65,61,8,34,38,57,43,0,45,51,76,62,58,49,6'5'',58,54,2138,3.78
2009,Kevin Duckworth,84,275,30,Timberwolves,C,1,1,8,40,40,33,12,37,23,88,85,5,68,0,64,5,61,75,22,43,5,60,57,79,5,0,5,46,45,16,48,59,7'0'',59,58,2045,3.78
2011,Cody Zeller,85,230,27,Pacers,C,1,1,6,49,48,24,56,34,86,94,79,5,61,0,75,34,50,87,8,21,72,42,29,83,65,0,5,62,42,40,63,60,7'1'',57,57,1354,3.767852332
2010,Elle Okobo,75,185,31,Warriors,PG,5,5,10,29,38,36,90,66,72,74,92,81,70,0,76,59,55,72,55,39,39,6,31,11,60,0,61,67,86,63,51,28,6'3'',60,59,1734,3.76
2011,Desean Murray,75,230,30,Jazz,C,1,1,11,49,34,10,38,16,5,20,83,51,88,0,63,37,68,35,49,52,75,48,82,100,97,0,65,49,67,45,64,92,6'3'',55,54,1961,3.75873469
2010,Cameron Parker,81,215,35,SuperSonics,PF,2,2,13,34,39,43,66,93,62,70,84,61,19,0,39,53,69,54,20,60,11,44,72,71,88,0,78,76,72,55,61,74,6'9'',61,57,2280,3.756583273
2008,Chink Crossin,74,175,30,Jazz,SG,4,4,7,51,58,7,99,30,89,66,89,88,97,0,61,64,17,51,95,84,89,35,32,60,24,0,5,39,88,57,77,43,6'2'',64,64,1413,3.743588111
2009,Aiden Williamson,82,250,28,Globetrotters,C,1,1,6,52,42,2,5,65,77,45,48,5,19,0,44,32,55,73,43,29,30,73,92,89,41,0,35,41,26,36,65,81,6'10'',51,51,2158,3.71
2008,Kevin Duckworth,84,275,29,Timberwolves,C,1,1,7,36,46,33,12,37,23,87,81,5,68,0,64,5,64,73,23,45,5,63,60,77,5,0,5,46,43,17,49,60,7'0'',59,59,1899,3.7
2012,Max Zaslofsky,75,180,35,Globetrotters,PG,5,5,15,27,32,62,87,37,70,68,96,64,5,0,92,80,65,14,29,53,81,31,14,16,60,0,37,57,80,86,58,24,6'3'',63,59,1018,3.69958628
2008,Jim Halpert,77,215,29,Timberwolves,SG,4,4,9,51,64,38,97,41,7,75,87,53,10,0,70,42,34,30,45,51,92,55,36,57,67,0,41,63,70,43,60,50,6'5'',56,57,1491,3.673227051
2009,Quade Green,72,180,29,Clippers,PG,5,5,10,41,50,95,87,63,5,57,91,65,90,0,76,61,72,11,60,45,33,10,12,34,71,0,95,71,78,68,49,34,6'0'',58,58,1971,3.67
2008,Arvydas Sabonis,87,295,28,Wizards,C,1,1,7,41,47,88,98,15,57,76,65,26,43,0,64,28,36,76,20,55,21,70,67,73,85,0,46,69,46,31,80,71,7'3'',62,62,2382,3.65
2011,Mel Daniels,81,230,24,SuperSonics,C,1,1,2,55,72,45,64,79,76,54,56,5,56,0,68,24,68,100,18,42,31,29,68,57,81,0,85,69,30,34,67,65,6'9'',54,58,2854,3.649530264
2012,Hedo Turkoglu,82,220,29,Pelicans,SF,3,3,8,52,58,91,79,9,66,80,84,59,5,0,51,55,66,36,47,58,31,6,78,50,69,0,64,73,72,59,57,63,6'10'',60,60,1511,3.646056926
2011,Jock Landale,84,260,35,Knicks,C,1,1,14,31,49,57,84,42,80,81,86,5,38,0,33,5,42,57,20,10,83,41,59,83,79,0,43,69,46,12,54,72,7'0'',54,51,2041,3.642386385
2010,Quade Green,72,180,30,Clippers,PG,5,5,11,39,46,95,87,63,5,58,95,62,90,0,75,60,72,7,61,43,31,7,9,35,68,0,89,69,78,67,46,33,6'0'',58,58,1959,3.64
2010,Solomon Hill,79,225,27,Knicks,SF,3,3,5,49,54,81,57,6,44,67,67,74,34,0,69,58,43,50,66,79,54,9,45,81,56,0,40,57,70,59,72,63,6'7'',56,56,2644,3.62
2010,Jason Collins,83,265,20,Warriors,C,1,1,0,55,52,25,15,90,41,61,62,15,9,0,49,35,45,44,21,39,23,46,72,73,86,0,50,63,38,38,55,73,6'11'',53,56,2312,3.604169283
2009,Stacey Augmon,80,205,23,Hornets,SF,3,3,1,84,68,78,45,4,93,6,77,53,72,0,100,38,85,66,62,76,88,88,45,47,5,0,100,34,65,53,91,42,6'8'',57,61,1400,3.59
2012,Kareem Rush,78,220,27,Heat,SG,4,4,6,42,44,16,27,38,90,83,84,46,8,0,77,53,53,12,99,36,67,13,36,53,86,0,36,70,65,58,57,52,6'6'',59,59,1292,3.588364971
2008,Rich King,86,280,22,Bulls,C,1,1,0,65,64,77,89,50,74,61,66,5,26,0,53,28,36,57,23,51,11,15,74,64,92,0,39,61,36,31,50,70,7'2'',53,57,2226,3.58
2008,Thomas Wilder,75,185,33,Spurs,PG,5,5,10,49,40,24,49,67,32,67,96,66,86,0,76,78,35,40,75,83,53,25,39,21,72,0,66,68,81,75,72,36,6'3'',66,65,1965,3.562081128
2010,Devin Durrant,79,200,32,Timberwolves,SF,3,3,8,43,46,57,38,66,48,100,52,47,60,0,76,21,37,48,62,75,100,34,66,78,47,0,39,71,50,26,77,67,6'7'',54,54,1527,3.56
2010,Kevin Knox,82,225,29,Warriors,SF,3,3,10,46,34,86,30,89,83,92,85,65,72,0,74,6,52,40,18,48,42,32,71,48,79,0,63,81,75,16,51,61,6'10'',58,57,1415,3.54
2008,Manute Bol,91,210,21,Bucks,C,1,1,1,71,74,49,89,64,40,13,57,94,78,0,30,45,65,60,67,86,13,97,28,51,26,0,48,26,76,46,72,40,7'7'',50,54,2113,3.54
2011,Mikal Bridges,79,190,33,Heat,SG,4,4,13,39,28,79,15,10,52,67,85,49,78,0,72,25,40,29,68,74,63,31,37,46,71,0,45,61,67,30,66,46,6'7'',54,53,2105,3.527778915
2010,Dan Langhi,83,230,29,Knicks,SF,3,3,6,48,44,46,43,42,43,43,77,58,24,0,80,37,56,56,31,74,70,37,71,47,56,0,26,41,68,45,79,57,6'11'',53,53,2508,3.51
2010,Jalen Brunson,75,205,33,Hornets,PG,5,5,12,37,44,82,33,59,70,54,99,56,5,0,67,66,69,22,54,5,70,30,18,26,60,0,71,60,78,71,55,30,6'3'',57,57,1785,3.51
2010,Malik Newman,75,178,31,Jazz,PG,5,5,6,44,40,16,75,85,22,63,89,76,5,0,83,72,52,50,90,12,100,10,43,43,31,0,5,39,82,75,70,42,6'3'',67,66,792,3.51
2010,Mikal Bridges,79,190,32,Heat,SG,4,4,12,38,43,79,15,10,52,66,85,52,78,0,71,27,42,30,68,77,65,33,40,46,70,0,48,61,68,32,69,47,6'7'',55,55,2017,3.51
2009,Desean Murray,75,230,28,Jazz,C,1,1,9,42,54,10,38,16,5,18,84,50,88,0,59,34,70,41,44,48,80,46,79,93,96,0,60,46,67,44,64,87,6'3'',53,53,1551,3.5
2010,Udoka Azubuike,84,280,32,Nuggets,C,1,1,12,39,53,15,13,84,88,95,22,22,22,0,37,6,43,97,18,50,46,55,51,55,88,0,84,90,22,13,82,58,7'0'',60,60,2327,3.5
2009,Herb Jones,80,215,29,Jazz,SF,3,3,9,50,36,50,58,54,14,58,61,40,27,0,75,43,61,88,54,49,74,84,54,88,70,0,28,51,50,50,95,72,6'8'',58,57,2433,3.47
2010,Mike Muscala,83,240,27,Timberwolves,C,1,1,5,42,49,11,86,21,24,56,54,5,85,0,12,37,63,51,28,41,48,60,96,98,46,0,40,49,30,36,56,88,6'11'',52,52,2095,3.465400876
2009,Alex Reese,83,250,29,Pistons,PF,2,2,10,45,33,23,96,79,14,93,81,60,9,0,34,23,27,43,41,20,17,52,83,72,85,0,43,76,70,23,45,76,6'11'',54,53,2159,3.46
2010,DeSagana Diop,83,300,19,Mavericks,C,1,1,0,44,50,69,66,80,57,47,85,5,9,0,46,31,43,68,21,38,44,63,62,56,81,0,42,52,45,34,73,61,6'11'',53,56,2027,3.431354192
2009,Chuck Person,81,220,29,FA,SF,3,3,8,50,36,88,65,91,99,92,87,70,65,0,42,35,63,53,44,15,42,44,27,46,46,0,100,85,78,40,58,40,6'9'',59,58,2352,3.42
