Year,Name,Height,Weight,Age,Team,DefaultPosition,OriginalPosition,PositionNumber,Experience,Potential,KnownPotential,Greed,Happiness,Loyalty,Winner,InsideScoring,JumpShot,ThreePointShot,Scoring,OutsideScoring,Handling,Passing,Quickness,PostDefense,PerimeterDefense,DriveDefense,Stealing,ShotBlocking,OffenseRebound,DefenseRebound,Strength,Stamina,Jumping,RatingInsideScoring,RatingOutsideScoring,RatingHandling,RatingDefense,RatingRebounding,DisplayHeight,CurrentRating,FutureRating,Minutes,Winshares,WS48
2010,Luka Doncic,81,235,29,Nuggets,SG,4,4,10,41,41,6,90,3,85,70,80,70,15,0,52,75,33,71,41,44,35,9,55,59,58,0,75,69,75,69,42,56,6'9'',59,59,1700,2.11,0.059576471
2009,Terrell Brandon,72,175,22,Nuggets,PG,5,5,1,69,54,58,41,40,55,63,93,48,36,0,64,71,64,13,49,25,32,25,33,39,45,0,88,67,70,73,39,39,6'0'',53,56,2732,3.39,0.059560761
2008,Rokas Gustys,81,270,31,Celtics,C,1,1,10,44,31,18,44,17,23,90,11,5,34,0,73,21,70,100,22,42,55,27,100,98,13,0,64,67,8,33,48,85,6'9'',61,60,2405,2.96,0.059076923
2009,Robert Covington,81,225,26,Nuggets,SF,3,3,4,46,58,41,83,58,36,50,74,54,95,0,50,34,63,62,82,33,60,50,49,72,49,0,52,50,64,40,84,60,6'9'',55,55,1276,1.56,0.058683386
2009,Eddie Steitz,88,271,25,Pacers,C,1,1,3,46,44,42,7,20,25,70,44,19,89,0,44,25,37,55,53,48,29,67,54,72,70,0,38,60,32,28,69,64,7'4'',53,56,1200,1.45,0.058
2011,Jeff Hornacek,76,190,32,Raptors,SG,4,4,10,40,42,1,71,7,32,53,92,46,81,0,67,57,71,34,66,45,72,26,32,23,64,0,68,60,69,64,74,35,6'4'',55,55,2601,3.135886113,0.057871024
2010,Steve Smith,79,200,24,SuperSonics,SG,4,4,2,56,78,99,28,85,25,65,98,55,89,0,46,66,58,21,63,32,34,7,25,58,64,0,78,69,76,66,42,47,6'7'',56,60,2588,3.09,0.057310665
2009,Walt Frazier,76,205,22,Kings,SG,4,4,0,70,52,92,76,64,46,75,93,30,46,0,73,29,26,22,75,48,31,14,60,38,82,0,68,74,62,31,38,52,6'4'',54,57,2452,2.88,0.056378467
2008,Pace Mannion,79,190,25,Wizards,SF,3,3,1,83,94,55,75,74,28,72,86,6,73,0,67,21,64,30,33,59,62,25,48,44,64,0,67,69,46,31,64,49,6'7'',49,54,1653,1.940145977,0.056338177
2009,Tevin Mack,78,210,30,Trailblazers,SF,3,3,9,35,54,8,16,33,85,87,77,36,59,0,76,19,63,42,39,34,23,45,20,53,53,0,50,69,56,30,53,42,6'6'',49,49,1648,1.93,0.056213592
2010,Jamal Sampson,85,240,23,Nuggets,C,1,1,4,47,52,3,33,28,70,59,66,5,49,0,48,28,54,60,12,33,10,59,68,80,61,0,73,64,36,34,55,72,7'1'',54,57,1494,1.738694557,0.055861673
2010,John Stockton,73,170,30,Globetrotters,PG,5,5,8,50,46,38,24,32,77,67,80,32,31,0,89,100,35,26,42,44,86,7,10,25,13,0,18,41,56,97,45,18,6'1'',60,60,1858,2.16,0.055801938
2008,Dwight McGhee,80,235,36,Heat,C,1,1,14,25,32,26,28,15,40,74,81,58,45,0,61,65,62,65,10,55,27,10,65,43,56,0,38,60,70,67,46,54,6'8'',50,46,1722,2,0.055749129
2008,Jimmy Graham,80,265,32,Lakers,PF,2,2,10,35,49,3,62,49,48,56,72,5,29,0,17,35,68,72,29,52,96,39,50,100,90,0,42,59,38,36,73,79,6'8'',60,60,1388,1.6,0.055331412
2011,Dzanan Musa,81,195,29,Knicks,SF,3,3,7,38,56,23,11,16,94,77,57,82,5,0,69,57,37,75,89,67,37,53,68,69,32,0,41,57,70,57,76,61,6'9'',58,58,2380,2.742476438,0.055310449
2009,Wes Unseld,79,255,21,Kings,PF,2,2,0,48,46,27,8,12,93,81,54,5,80,0,62,74,33,84,16,43,22,9,88,83,90,0,34,69,30,68,48,83,6'7'',54,57,2251,2.58,0.055015549
2010,Lucas Nogueria,84,220,26,Pistons,C,1,1,5,53,54,50,83,58,12,47,63,26,60,0,35,37,51,59,54,27,20,81,81,77,44,0,32,42,44,39,62,72,7'0'',50,50,2329,2.666758051,0.054961093
2008,John Paxson,74,190,23,Bullets,PG,5,5,1,63,68,68,18,90,14,54,59,89,44,0,79,55,62,31,66,55,61,5,41,50,55,0,51,53,74,61,67,48,6'2'',58,62,2132,2.440525616,0.054946168
2009,Ron Harper,78,185,30,Bullets,SF,3,3,8,47,38,36,84,13,29,100,85,5,80,0,75,6,88,58,33,55,10,5,32,41,41,0,72,80,45,24,50,40,6'6'',50,49,1369,1.56,0.054696859
2009,Rick Roberson,81,235,22,Wizards,PF,2,2,0,50,70,87,44,44,15,71,67,5,24,0,58,31,35,56,71,47,49,27,63,48,63,0,62,67,36,33,57,55,6'9'',48,51,1595,1.81,0.054470219
2012,Vladimir Radmanovic,82,210,23,Oaks,SF,3,3,2,50,50,27,36,17,6,53,72,47,53,0,55,33,51,30,42,46,43,35,43,41,68,0,57,57,60,38,55,46,6'10'',47,49,1187,1.345439058,0.054406971
2010,Mike Miller,80,218,26,Knicks,SG,4,4,6,45,30,100,10,64,73,79,80,49,99,0,56,54,35,32,78,70,65,6,35,55,56,0,53,67,64,53,65,47,6'8'',57,56,1981,2.24,0.054275618
2009,Elvin Hayes,81,250,22,Jazz,PF,2,2,0,51,86,24,57,99,47,65,57,5,53,0,48,29,36,70,23,42,11,51,88,88,74,0,64,67,31,31,60,83,6'9'',53,59,1875,2.12,0.054272
2011,Jason Collins,83,265,21,Suns,C,1,1,1,50,38,25,15,90,41,58,60,16,9,0,52,34,47,40,16,37,24,48,72,75,89,0,51,62,38,38,53,75,6'11'',53,55,2143,2.406105117,0.053893162
2011,Gilbert Arenas,75,195,21,Rockets,PG,5,5,1,59,61,41,46,17,87,41,86,61,59,0,95,66,90,21,50,47,36,5,12,13,47,0,52,45,74,79,53,22,6'3'',61,65,2948,3.278191918,0.053376259
2011,Eddy Curry,84,315,20,Warriors,C,1,1,1,63,58,4,61,84,17,75,67,13,97,0,31,40,26,52,21,48,36,41,55,88,92,0,48,70,40,35,54,74,7'0'',56,59,1408,1.558116656,0.053117613
2010,Darrian Ringo,74,175,30,Grizzlies,PG,5,5,11,38,44,88,48,82,8,44,85,63,42,0,68,75,64,36,83,73,46,22,13,26,49,0,72,53,74,78,81,27,6'2'',60,60,2593,2.86,0.052942538
2010,Otto Moore,83,210,22,Rockets,C,1,1,1,45,60,9,34,13,96,44,97,39,50,0,57,20,33,60,9,47,7,61,69,62,70,0,53,52,68,24,58,64,6'11'',47,49,1462,1.60951832,0.052843283
2008,Robert Covington,81,225,25,Pistons,SF,3,3,3,53,52,41,83,58,36,53,77,50,95,0,45,30,65,59,82,36,64,47,47,73,51,0,50,52,64,37,84,60,6'9'',55,58,1681,1.85,0.052825699
2010,Pace Mannion,79,190,27,Cougars,SF,3,3,3,64,60,55,75,74,28,83,92,8,73,0,67,22,65,41,33,61,65,33,50,51,65,0,71,76,50,32,72,53,6'7'',54,54,2472,2.72,0.052815534
2008,Gorgui Dieng,83,205,27,Hawks,C,1,1,3,42,46,4,55,7,27,67,24,37,5,0,54,38,27,95,9,9,9,66,96,80,43,0,45,56,30,38,49,77,6'11'',47,47,1865,2.05,0.052761394
2009,Steven Adams,84,250,24,Jazz,C,1,1,4,45,64,35,29,52,79,57,44,5,83,0,23,29,52,100,7,13,7,82,85,100,60,0,10,44,24,31,67,86,7'0'',53,57,2123,2.33,0.05268017
2009,Rudy Gobert,85,240,25,Lakers,C,1,1,4,49,61,58,34,75,86,64,34,5,42,0,48,41,36,89,15,20,14,80,81,77,68,0,49,60,20,41,70,75,7'1'',51,55,2572,2.8,0.052255054
2009,Louie Dampier,72,170,22,Bulls,PG,5,5,0,66,62,63,49,5,14,49,89,67,46,0,89,56,57,18,36,46,33,10,21,17,35,0,59,49,78,62,34,23,6'0'',53,57,1665,1.81,0.05218018
2011,Eddie Steitz,88,271,27,Grizzlies,C,1,1,5,52,58,42,7,20,25,67,43,21,89,0,41,28,38,55,58,42,25,68,63,78,70,0,40,60,32,29,67,70,7'4'',53,53,1954,2.045374165,0.050244606
2008,Granville Waiters,83,235,23,Pistons,C,1,1,1,67,80,27,39,64,32,97,38,5,54,0,67,38,23,78,31,55,18,21,70,47,68,0,41,74,22,37,53,57,6'11'',47,50,2095,2.19,0.050176611
2008,Luka Doncic,81,235,27,Bullets,SG,4,4,8,42,40,6,90,3,85,75,84,63,15,0,57,74,36,64,44,40,34,5,52,56,58,0,77,72,74,71,42,54,6'9'',59,58,2056,2.146786085,0.050119519
2009,Dikembe Mutombo,86,255,26,Wizards,C,1,1,1,61,58,13,12,73,20,53,48,5,77,0,71,32,68,100,11,60,7,79,92,58,80,0,5,44,26,42,86,74,7'2'',60,60,2593,2.65,0.049055148
2009,Rob Gray,74,190,31,Cavaliers,PG,5,5,11,42,52,37,38,98,34,59,88,66,84,0,62,75,64,50,64,42,83,10,34,8,72,0,47,58,77,76,76,29,6'2'',60,60,2162,2.2,0.048843663
2011,Rudy Gobert,85,240,27,Jazz,C,1,1,6,47,47,58,34,75,86,60,55,5,42,0,44,47,34,93,19,12,16,81,83,87,68,0,48,58,30,45,68,80,7'1'',52,52,2106,2.142160442,0.04882417
2010,Rob Gray,74,190,32,Cavaliers,PG,5,5,12,39,42,37,38,98,34,56,85,66,84,0,60,70,64,52,63,43,79,6,30,6,71,0,47,56,76,73,73,27,6'2'',58,58,2134,2.16,0.048584817
2009,Udoka Azubuike,84,280,31,Suns,C,1,1,11,40,42,15,13,84,88,93,22,22,22,0,39,7,44,98,21,55,44,58,49,59,90,0,84,90,22,14,84,59,7'0'',61,61,1878,1.9,0.0485623
2008,Ricardo Strong,80,216,22,Bullets,SF,3,3,4,50,40,85,70,18,27,63,94,68,35,0,45,36,66,19,28,20,66,39,29,30,83,0,73,70,81,42,48,39,6'8'',55,57,2309,2.316545115,0.04815685
2011,Lucas Nogueria,84,220,27,Pistons,C,1,1,6,48,62,50,83,58,12,52,62,26,60,0,39,36,49,57,58,28,24,84,81,79,44,0,31,44,44,37,63,73,7'0'',50,51,2370,2.376391322,0.048129444
2009,Michael Olowokandi,84,270,29,Lakers,C,1,1,6,37,34,15,10,74,85,66,47,5,9,0,27,18,44,74,40,42,23,63,62,63,69,0,36,58,26,21,73,63,7'0'',50,49,1122,1.11,0.047486631
2011,Steve Smith,79,200,25,SuperSonics,SG,4,4,3,51,66,99,28,85,25,70,100,67,89,0,49,61,61,26,69,29,44,5,25,60,63,0,76,70,84,62,50,48,6'7'',60,64,3079,3.0348564,0.047311824
2010,Jerome Moiso,82,245,27,Globetrotters,C,1,1,5,49,56,25,91,16,32,81,52,5,87,0,27,27,46,62,7,10,73,57,75,88,54,0,35,62,28,28,52,76,6'10'',50,50,1402,1.379399677,0.047226237
2009,Darius Bazley,81,200,27,Celtics,PF,2,2,9,48,54,51,97,61,54,34,66,39,22,0,48,43,41,73,43,100,25,29,100,42,75,0,76,55,52,44,73,67,6'9'',50,50,1972,1.94,0.047221095
2010,Tyson Chandler,85,225,19,SuperSonics,C,1,1,0,86,100,29,62,16,44,60,61,5,96,0,44,35,46,62,32,51,40,86,37,32,56,0,79,65,33,37,75,38,7'1'',49,54,1963,1.916124995,0.046853795
2010,Juan Dixon,75,190,26,Globetrotters,PG,5,5,4,42,44,18,24,40,12,36,72,91,75,0,77,65,37,13,66,59,41,5,32,28,36,0,66,45,82,65,45,31,6'3'',57,57,2047,1.99,0.04666341
2010,Michael Bradley,83,230,22,Celtics,PF,2,2,0,54,63,74,1,97,9,53,60,5,36,0,43,34,57,54,30,38,36,36,66,72,68,0,52,56,32,38,55,69,6'11'',51,55,2222,2.144805215,0.046332426
2010,Kevin Duckworth,84,275,31,Trailblazers,C,1,1,9,38,36,33,12,37,23,90,84,5,68,0,60,5,62,73,20,40,5,56,54,79,5,0,5,48,44,17,44,58,7'0'',58,57,1906,1.836093165,0.046239492
2008,Lucas Nogueria,84,220,24,Hawks,C,1,1,3,50,50,50,83,58,12,38,67,26,60,0,34,40,49,52,52,28,18,79,80,70,46,0,30,37,46,40,59,69,7'0'',47,49,1812,1.74,0.046092715
2009,Jalen Brunson,75,205,32,Hornets,PG,5,5,11,37,28,82,33,59,70,59,96,55,5,0,72,70,70,27,58,5,72,30,19,27,61,0,74,64,76,75,60,31,6'3'',59,58,1285,1.23,0.045945525
2009,Dirk Nowitzki,84,250,26,Nuggets,PF,2,2,6,47,61,22,59,34,71,90,81,69,44,0,57,24,49,37,40,42,9,12,46,44,58,0,42,69,75,30,36,47,7'0'',50,51,2227,2.13,0.045909295
2010,Gilbert Arenas,75,195,20,Rockets,PG,5,5,0,66,58,41,46,17,87,45,89,66,59,0,93,66,89,22,54,45,40,5,15,11,47,0,52,47,78,79,56,22,6'3'',63,66,3149,3,0.045728803
2011,Rob Gray,74,190,33,Globetrotters,PG,5,5,13,39,39,37,38,98,34,52,83,62,84,0,61,65,63,49,64,41,76,5,30,7,71,0,46,54,72,67,72,27,6'2'',56,55,1133,1.064884347,0.045114253
2009,Gary Clark,79,230,33,Mavericks,SF,3,3,11,45,46,69,50,20,81,44,68,41,6,0,58,36,46,62,83,58,30,26,72,62,43,0,92,58,54,40,70,62,6'7'',51,51,1366,1.27,0.044626647
2011,Len Bias,81,220,32,Bullets,SF,3,3,10,41,42,82,61,12,77,92,74,40,38,0,65,37,65,54,38,33,23,64,30,41,57,0,73,79,57,44,63,41,6'9'',56,56,2291,2.113504653,0.044281197
2010,Randy Holcomb,81,215,26,Raptors,SF,3,3,4,42,60,75,53,13,65,49,91,18,24,0,17,15,100,81,47,38,89,74,83,87,24,0,35,40,54,28,81,77,6'9'',54,54,2123,1.95,0.044088554
2010,Robert Williams,81,237,31,Globetrotters,PF,2,2,11,44,44,19,29,99,88,77,36,5,97,0,60,42,54,65,37,38,33,63,74,56,61,0,47,65,20,47,69,63,6'9'',53,53,1559,1.42,0.043720334
2008,Eddie Steitz,88,271,24,Hawks,C,1,1,2,46,46,42,7,20,25,67,42,19,89,0,40,30,38,53,52,47,25,63,55,76,69,0,39,59,30,31,66,66,7'4'',52,55,1629,1.47,0.043314917
2009,Ricardo Strong,80,216,23,Bullets,SF,3,3,5,55,35,85,70,18,27,61,94,68,35,0,47,36,64,23,25,23,66,36,25,30,87,0,72,70,81,42,50,38,6'8'',55,57,2490,2.17,0.041831325
2011,Dana Barros,71,160,22,Kings,PG,5,5,0,59,93,24,37,10,83,69,87,56,53,0,80,50,68,20,66,46,40,7,5,27,45,0,54,60,72,58,56,24,5'11'',56,62,1691,1.471050831,0.041756617
2009,Tyler Davis,82,265,31,Rockets,C,1,1,11,37,58,91,28,61,40,58,72,36,10,0,66,21,28,45,24,21,5,70,62,63,62,0,64,61,54,23,44,61,6'10'',44,44,1886,1.64,0.04173913
2010,Manny Leaks,80,230,23,Globetrotters,SF,3,3,1,62,88,86,52,26,23,65,66,13,5,0,50,36,41,37,42,45,43,41,60,82,46,0,54,58,40,38,51,67,6'8'',45,49,2015,1.75,0.041687345
2009,Flamingo Bob,76,195,32,Hawks,SG,4,4,11,43,26,80,61,28,89,61,80,95,76,0,43,68,73,18,93,84,51,12,12,28,30,0,46,50,88,69,71,25,6'4'',62,61,1844,1.6,0.04164859
2010,Len Bias,81,220,31,Pistons,SF,3,3,9,45,48,82,61,12,77,91,74,44,38,0,62,33,69,53,41,31,19,62,28,44,61,0,75,80,59,41,63,42,6'9'',57,57,2918,2.51,0.041288554
2008,Rodney McCray,79,220,23,Lakers,SF,3,3,1,59,72,34,17,11,40,71,74,35,61,0,50,39,78,36,87,52,61,14,36,41,51,0,37,57,54,48,70,43,6'7'',54,58,1227,1.037581615,0.04058999
2010,Romeo Langford,78,210,28,Bucks,SG,4,4,10,50,35,40,56,38,57,45,100,74,14,0,46,67,99,24,64,13,41,15,44,17,83,0,84,64,87,74,48,40,6'6'',61,60,1708,1.43,0.040187354
2011,Paschal Chukwu,86,226,35,Heat,C,1,1,14,32,24,10,68,99,20,36,50,5,82,0,30,6,31,72,42,81,27,51,80,78,28,0,37,35,28,10,61,69,7'2'',46,43,1881,1.549789193,0.03954805
2010,Jarron Collins,82,255,20,Suns,C,1,1,0,54,59,54,17,83,77,61,51,5,22,0,42,36,45,59,26,41,32,47,83,70,77,0,58,63,28,38,62,74,6'10'',52,55,2249,1.83,0.039057359
2010,Yommy Sangodeyi,91,385,33,Celtics,C,1,1,8,36,30,53,91,98,1,89,21,5,15,0,69,17,52,65,37,69,24,23,74,64,81,0,5,62,13,25,66,69,7'7'',62,61,2287,1.838030037,0.038576931
2010,Dikembe Mutombo,86,255,27,Cougars,C,1,1,2,57,43,13,12,73,20,48,47,5,77,0,74,36,66,100,14,60,8,78,90,60,82,0,5,42,26,45,87,74,7'2'',60,60,1861,1.49383058,0.038529752
2008,Rob Gray,74,190,30,Spurs,PG,5,5,10,45,32,37,38,98,34,61,88,63,84,0,58,70,63,48,64,44,78,12,37,12,74,0,50,60,76,73,75,33,6'2'',59,58,1643,1.300506474,0.037994103
2008,Donald Hodge,84,225,20,Celtics,C,1,1,0,65,84,30,25,99,54,52,52,5,45,0,66,26,45,46,16,37,29,29,45,55,54,0,46,51,28,31,40,51,7'0'',42,46,1498,1.15,0.036849132
2009,Jontay Porter,83,250,28,Wizards,PF,2,2,9,43,54,36,17,74,36,74,74,65,90,0,34,11,57,52,49,68,13,32,54,86,72,0,58,69,70,19,65,71,6'11'',59,59,2132,1.62,0.036472795
2010,Robert Covington,81,225,27,Pistons,SF,3,3,5,43,52,41,83,58,36,49,74,60,95,0,49,39,64,61,78,31,59,53,45,70,47,0,51,49,67,45,82,57,6'9'',55,55,1530,1.16,0.036392157
2008,Renato Vaught,79,217,26,Nuggets,PF,2,2,4,48,60,62,3,78,24,48,72,31,62,0,9,54,38,54,5,50,63,80,63,62,62,0,62,55,52,43,64,61,6'7'',45,45,1558,1.14,0.035121951
2008,LaBradford Smith,75,205,22,Hawks,PG,5,5,0,76,92,46,52,53,85,51,71,35,11,0,89,55,71,11,64,52,55,13,48,19,63,0,64,57,53,65,61,38,6'3'',55,61,2037,1.484224806,0.03497437
2010,Ricardo Strong,80,216,24,Warriors,SF,3,3,6,50,34,85,70,18,27,73,91,72,35,0,49,36,66,19,29,22,64,32,21,35,83,0,72,75,82,43,47,39,6'8'',57,59,2554,1.85,0.03476899
2009,Jerome Moiso,82,245,26,Globetrotters,C,1,1,4,49,43,25,91,16,32,78,53,5,87,0,24,28,47,66,5,7,69,61,71,84,54,0,34,60,29,29,54,73,6'10'',49,49,2205,1.58,0.034394558
2011,Edgar Jones,77,200,31,Cavaliers,SG,4,4,9,45,41,20,45,93,21,42,93,91,18,0,66,19,55,10,46,45,63,12,9,35,44,0,62,48,92,27,44,28,6'5'',49,49,2021,1.430508689,0.033975466
2008,Michael Young,79,220,29,Rockets,SF,3,3,6,38,40,70,47,34,71,48,78,10,52,0,87,65,78,68,66,57,6,5,68,74,77,0,5,41,44,75,68,73,6'7'',55,54,1766,1.242636331,0.03377494
2009,Darrian Ringo,74,175,29,Grizzlies,PG,5,5,10,40,52,88,48,82,8,37,77,62,42,0,69,73,64,40,84,77,49,27,15,30,48,0,71,49,70,76,86,29,6'2'',58,58,2653,1.82,0.03292876
2008,Josh Okogie,76,210,29,Wizards,SG,4,4,9,44,32,7,94,97,9,46,83,59,69,0,43,49,71,34,84,6,71,5,56,36,77,0,80,62,71,53,66,51,6'4'',55,54,2376,1.58374747,0.031994898
2008,York Gross,78,210,20,Kings,SG,4,4,1,77,83,66,61,72,92,70,69,31,34,0,67,39,51,7,45,33,55,50,37,46,21,0,25,47,50,43,36,39,6'6'',44,48,2049,1.357208071,0.03179404
2010,DeeAndre Hulett,92,400,31,Rockets,C,1,1,6,48,46,72,74,43,2,58,57,57,5,0,71,25,63,87,34,55,67,44,72,50,78,0,43,58,57,35,82,63,7'8'',64,64,2699,1.772383559,0.031520715
2011,Stanley Roberts,84,295,24,Suns,C,1,1,3,47,44,26,7,1,28,79,52,5,34,0,38,20,44,56,29,43,15,7,60,64,70,0,36,64,28,24,43,62,7'0'',49,51,1148,0.723198765,0.030238276
2010,Pat Riley,76,210,22,Cavaliers,SG,4,4,1,56,59,95,28,95,82,38,73,24,65,0,85,21,53,32,97,39,85,23,30,29,36,0,41,38,48,29,72,32,6'4'',42,44,2198,1.36,0.029699727
2011,Stacey King,83,270,23,Pistons,PF,2,2,0,65,63,1,28,46,22,78,61,20,5,0,33,30,39,57,28,46,29,39,84,72,77,0,51,70,40,30,56,75,6'11'',54,58,2332,1.439614567,0.029631861
2008,Steve Smith,79,200,22,SuperSonics,SG,4,4,0,72,75,99,28,85,25,58,90,51,89,0,46,63,56,26,61,29,31,5,25,56,63,0,76,64,70,63,41,46,6'7'',52,56,1780,1.076768318,0.029036449
2008,Khyri Thomas,75,200,30,Rockets,SG,4,4,9,47,47,63,81,1,86,70,85,61,17,0,60,38,49,50,69,39,48,12,43,23,43,0,68,64,73,43,59,34,6'3'',54,54,2427,1.437455596,0.028429282
2009,John Stockton,73,170,29,Celtics,PG,5,5,7,54,56,38,24,32,77,69,78,30,31,0,94,100,37,24,44,45,88,5,7,30,13,0,19,43,54,98,46,20,6'1'',61,61,1766,1.03,0.02799547
2011,Will Solomon,73,170,23,SuperSonics,PG,5,5,1,63,54,89,90,97,19,40,80,26,64,0,64,79,64,22,59,54,63,12,12,32,36,0,46,41,53,80,63,27,6'1'',51,54,1874,1.092753544,0.027989418
2009,Mike Muscala,83,240,26,Celtics,C,1,1,4,44,60,11,86,21,24,53,53,5,85,0,15,40,63,54,28,44,45,41,94,100,47,0,39,48,29,39,51,88,6'11'',51,51,2275,1.32,0.027850549
2009,Joe Fulks,79,225,33,Magic,PF,2,2,13,42,44,38,100,89,39,56,66,36,29,0,44,28,40,73,59,63,49,19,91,73,78,0,91,71,51,31,71,78,6'7'',52,52,1881,1.08,0.027559809
2008,Richard Dumas,79,200,22,Celtics,SF,3,3,0,65,48,19,98,46,71,70,69,15,59,0,50,23,48,31,61,17,42,17,41,59,53,0,68,66,42,28,44,51,6'7'',42,44,1181,0.675474912,0.02745368
2011,Phil Jackson,80,235,24,Bullets,PF,2,2,2,51,34,32,61,1,18,10,100,5,42,0,34,65,60,76,13,54,16,61,65,57,71,0,68,40,52,61,73,62,6'8'',51,53,2246,1.276079445,0.027271511
2011,Yommy Sangodeyi,91,385,34,Celtics,C,1,1,9,37,34,53,91,98,1,90,20,5,15,0,65,15,51,67,35,70,20,24,72,63,81,0,5,63,12,23,67,68,7'7'',62,58,1373,0.775586413,0.027114456
2008,Victor Alexander,81,265,22,Bulls,PF,2,2,0,56,45,81,64,60,81,63,58,37,23,0,43,29,46,55,17,40,58,17,58,56,73,0,40,58,48,32,48,59,6'9'',47,49,1756,0.99,0.027061503
2011,George McCloud,78,200,22,Bullets,SF,3,3,0,82,84,1,22,22,18,55,99,68,26,0,36,40,49,35,31,42,38,26,45,47,62,0,62,58,84,41,47,49,6'6'',49,54,2167,1.217997798,0.026979185
2011,Udoka Azubuike,84,280,33,Trailblazers,C,1,1,13,36,34,15,13,84,88,95,22,22,22,0,36,5,42,97,13,52,45,53,48,52,85,0,79,88,22,12,81,55,7'0'',58,57,2333,1.30831674,0.02691779
2010,Erik Saperstein,77,200,30,Spurs,SG,4,4,7,38,20,75,53,30,90,61,83,75,83,0,81,43,50,27,48,48,65,8,8,33,43,0,72,61,79,49,50,27,6'5'',53,50,1919,1.06,0.026513809
2010,Pau Gasol,85,225,21,Cougars,C,1,1,0,80,78,1,18,65,13,63,80,35,47,0,44,34,66,32,26,36,61,44,30,58,81,0,51,63,58,40,52,52,7'1'',52,56,2078,1.116689794,0.025794567
2009,Daniel Giddens,83,260,30,Heat,C,1,1,10,36,42,78,22,89,17,41,38,5,35,0,24,25,31,84,29,64,15,71,48,66,75,0,97,65,22,24,82,59,6'11'',47,47,2089,1.12,0.025734801
2011,Jimmy Walker,75,200,23,Pistons,SG,4,4,2,52,44,92,46,70,8,80,99,19,71,0,52,47,84,37,49,60,24,5,23,49,62,0,67,72,59,56,54,44,6'3'',58,61,2497,1.307012079,0.025124782
2009,Manny Leaks,80,230,22,Pistons,SF,3,3,0,67,88,86,52,26,23,61,65,14,5,0,46,32,41,42,43,46,46,38,57,82,46,0,55,56,40,34,55,66,6'8'',44,48,1186,0.62,0.025092749
2010,Ousmane Cisse,81,240,19,Cavaliers,PF,2,2,0,92,94,91,20,79,66,81,63,21,5,0,51,21,62,64,29,43,33,40,64,60,79,0,71,78,42,30,64,64,6'9'',59,65,2434,1.27,0.025045193
2011,Jesse Iba,85,237,22,Suns,C,1,1,0,75,99,99,85,32,6,52,55,23,75,0,53,53,43,73,31,20,19,35,61,55,79,0,42,54,39,54,58,60,7'1'',48,53,2202,1.145215058,0.024963816
2010,Eddy Curry,84,315,19,Warriors,C,1,1,0,71,74,4,61,84,17,67,64,14,97,0,31,36,26,42,24,40,38,34,57,80,95,0,49,67,39,33,46,71,7'0'',53,57,1291,0.67,0.024910922
2010,Flamingo Bob,76,195,33,Suns,SG,4,4,12,40,34,80,61,28,89,57,80,91,76,0,41,66,71,17,93,79,52,8,14,24,29,0,43,47,86,66,70,24,6'4'',60,59,2663,1.36,0.024513706
2009,Hedo Turkoglu,82,220,26,Cavaliers,SF,3,3,5,44,50,91,79,9,66,75,85,57,5,0,51,50,73,41,52,59,29,7,75,48,64,0,65,70,71,56,61,61,6'10'',61,61,2685,1.36,0.024312849
2011,Robert Covington,81,225,28,Pistons,SF,3,3,6,40,48,41,83,58,36,49,74,56,95,0,45,35,66,58,74,32,60,54,41,72,47,0,51,49,65,41,82,57,6'9'',54,54,1629,0.813986424,0.023984867
2010,York Gross,78,210,22,Kings,SG,4,4,3,62,56,66,61,72,92,65,72,42,34,0,66,35,51,7,35,31,59,43,36,45,20,0,25,44,57,40,32,38,6'6'',44,46,2361,1.13,0.022973316
2010,Kenny Anderson,74,175,22,Spurs,PG,5,5,2,62,72,55,8,27,6,61,68,68,36,0,100,33,79,32,67,33,44,17,20,19,35,0,68,58,68,48,63,25,6'2'',57,61,2127,0.97,0.021889986
2009,Liam Stagg,75,163,19,Celtics,SG,4,4,1,45,34,97,98,24,80,36,61,54,65,0,85,57,69,15,46,54,66,46,12,22,45,0,80,51,58,65,60,24,6'3'',46,47,1622,0.73,0.021602959
2009,Sedale Threatt,74,175,23,Timberwolves,PG,5,5,2,66,82,62,46,5,28,56,95,62,98,0,68,61,56,23,75,56,59,5,37,28,42,0,45,50,78,64,66,35,6'2'',59,65,1402,0.62,0.021226819
2008,Sedale Threatt,74,175,22,Raptors,PG,5,5,1,73,70,62,46,5,28,39,90,46,98,0,62,65,58,16,61,61,48,5,41,23,44,0,47,42,68,66,55,34,6'2'',52,56,1209,0.533748298,0.021190999
2008,Flamingo Bob,76,195,31,Pistons,SG,4,4,10,46,38,80,61,28,89,65,83,96,76,0,46,65,73,22,97,87,52,11,17,26,30,0,47,53,90,67,73,26,6'4'',64,63,3155,1.33147662,0.020257014
2010,Daniel Giddens,83,260,31,Heat,C,1,1,11,28,36,78,22,89,17,38,40,5,35,0,22,25,30,81,28,59,10,72,46,66,71,0,94,61,22,23,77,58,6'11'',45,44,1897,0.789813717,0.019984743
2011,Kelan Martin,78,215,35,Suns,SF,3,3,13,26,38,83,55,85,1,91,84,34,83,0,50,46,51,23,41,31,35,34,37,34,61,0,54,74,59,48,43,40,6'6'',49,46,1900,0.77954728,0.019693826
